,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
7711,623393,Sharon den Adel,35,Waddinxveen,,NETHERLANDS,NL,NLD,52.05,4.65,Europe,1974,Female,SINGER,MUSIC,ARTS,3470954,8.606266044,9000.30909,1432690,2038264,99170.11429,20.12783704
721,16005,Jerome,57,Štrigova,,CROATIA,HR,HRV,46.5,16.283333,Europe,347,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3470125,8.980994796000001,13427.17295,1570751,1899374,60879.38596,27.32428247
5260,235309,Maureen O'Hara,28,Ranelagh,,Ireland,IE,IRL,53.32516700000001,-6.2546669999999995,Europe,1920,Female,ACTOR,FILM AND THEATRE,ARTS,3461719,2.514724165,25306.5339,2771057,690662,123632.8214,21.611144699999997
8526,986814,Michelle Bachelet,63,Santiago,,CHILE,CL,CHL,-33.45,-70.666667,South America,1951,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,3458664,6.298381628,23706.06503,1128339,2330325,54899.428570000004,23.18542738
3679,143745,Albert II of Belgium,64,Brussels,,Belgium,BE,BEL,50.866667,4.35,Europe,1934,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3455536,7.444286122,44044.29978,1435579,2019957,53992.75,23.92267782
5801,294934,Imelda Marcos,29,Manila,,PHILIPPINES,PH,PHL,14.58,121.0,Asia,1929,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,3450968,3.2217052410000004,15162.98757,2560096,890872,118998.8966,22.58420788
1584,34155,Xenophon,57,Athens,,Greece,GR,GRC,37.96666667,23.71666667,Europe,-431,Male,HISTORIAN,HISTORY,HUMANITIES,3450862,11.11598832,9639.48334,1278217,2172645,60541.4386,28.27425159
11018,22439395,Michael Peter Balzary,34,Melbourne,,AUSTRALIA,AU,AUS,-37.813611,144.963056,Oceania,1962,Male,MUSICIAN,MUSIC,ARTS,3449443,11.4201531,21340.00038,362168,3087275,101454.2059,21.83518514
7786,649861,Muhammad ibn Musa al-Khwarizmi,100,Khwarezm,,Iran,IR,IRN,,,Asia,780,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,3447071,12.46809072,31157.678819999997,578482,2868589,34470.71,27.56120551
8335,869744,Queen Sofía of Spain,42,Psychiko,,GREECE,GR,GRC,38.016667,23.766667,Europe,1938,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,3443376,6.735512265,20596.33945,1169143,2274233,81985.14286,24.23905442
5479,252989,Rubens Barrichello,50,São Paulo,,BRAZIL,BR,BRA,-23.55,-46.633333,South America,1972,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,3441875,9.016158906,17412.90686,1418512,2023363,68837.5,20.17712564
5521,255202,Jaromir Jagr,28,Kladno,,CZECH REPUBLIC,CZ,CZE,50.15,14.1,Europe,1972,Male,HOCKEY PLAYER,TEAM SPORTS,SPORTS,3437881,3.923862053,40465.79028,2233715,1204166,122781.4643,17.40198505
1513,32794,Marcus Vitruvius Pollio,53,Other,,Unknown,UNK,,41.266667,13.616667000000001,,-80,Male,ARCHITECT,DESIGN,ARTS,3436829,9.707218582000001,11655.7174,1304594,2132235,64845.83019,27.74136287
10569,11895475,Marek Hamšík,36,Banská Bystrica,,Slovakia,SK,SVK,48.7325,19.149167000000002,Europe,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3434377,6.862135951,24634.9714,1266832,2167545,95399.36111,16.82390668
5004,211584,Lázaro Cárdenas,32,Jiquilpan,,MEXICO,MX,MEX,19.991722,-102.720972,North America,1895,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3428538,2.081433498,35099.28909,475022,2953516,107141.8125,22.84366336
3399,98439,Abdullah Öcalan,40,Ömerli,,TURKEY,TR,TUR,37.32,37.94,Asia,1948,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,3427308,6.446202587,27906.88737,523771,2903537,85682.7,23.26469982
3684,144026,Emilio Aguinaldo,42,Manila,,PHILIPPINES,PH,PHL,14.433333,120.9,Asia,1869,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3425936,3.04433158,23296.593240000002,2138847,1287089,81569.90476,23.21796386
9485,2192581,Pippin the Younger,63,Liege,,Belgium,BE,BEL,,,Europe,714,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3422406,12.13267701,21178.95236,748378,2674028,54323.904760000005,27.41815158
7679,616609,Emre Belözoğlu,36,Istanbul,,TURKEY,TR,TUR,41.013611,28.955,Asia,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3419611,6.736349552999999,32608.91747,888257,2531354,94989.19443999999,17.84781495
6541,383481,Marat Safin,54,Moscow,,Russia,RU,RUS,55.75,37.616667,Europe,1980,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,3417007,6.672665991000001,31248.925239999997,1847012,1569995,63277.90741,17.80793849
2850,70843,Hafez al-Assad,45,Qardaha,,Syria,SY,SYR,35.45,36.0,Asia,1930,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3415835,7.027126197,38731.96003,1542308,1873527,75907.44443999999,23.59013938
7924,704340,Túpac Amaru II,26,Cusco Region,,PERU,PE,PER,-13.26,-72.11,South America,1742,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,3414081,3.7102672560000003,21143.08325,720634,2693447,131310.8077,24.224292000000002
8670,1082339,Pablo Aimar,32,Río Cuarto,,ARGENTINA,AR,ARG,-33.133333,-64.35,South America,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3412292,7.776107962,17266.90715,1181736,2230556,106634.125,18.54510915
11065,23598923,Xherdan Shaqiri,27,Gnjilane,,Kosovo,XK,SCG,42.47,21.48,Europe,1991,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3401830,6.48595537,56544.0779,1507652,1894178,125993.7037,14.81272668
3585,133249,Madeleine Albright,46,Prague,,Czech Republic,CZ,CZE,50.075278000000004,14.405555999999999,Europe,1937,Female,DIPLOMAT,GOVERNMENT,INSTITUTIONS,3400355,4.619524452,15093.68229,2356310,1044045,73920.76087,23.482202800000003
184,3741,Benny Andersson,34,Vällingby,,SWEDEN,SE,SWE,59.3575,17.87,Europe,1946,Male,MUSICIAN,MUSIC,ARTS,3400235,8.457245213,14203.8428,1419944,1980291,100006.9118,23.96603271
4645,185816,Íngrid Betancourt,33,Bogotá,,COLOMBIA,CO,COL,4.598056,-74.07583299999999,South America,1961,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,3398060,6.529436822,66338.67266,956735,2441325,102971.5152,20.01919184
5363,242606,Khufu,52,Other,,Unknown,UNK,,,,,-2600,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3397134,10.16264644,12748.82605,1339828,2057306,65329.5,28.20119741
8979,1398851,Khaled Hosseini,39,Kabul,,AFGHANISTAN,AF,AFG,34.533333,69.166667,Asia,1965,Male,WRITER,LANGUAGE,HUMANITIES,3393273,7.020953119,12533.888509999999,1799816,1593457,87007.0,20.86794921
2149,49644,Jean Sibelius,66,Hämeenlinna,,FINLAND,FI,FIN,61.0,24.466667,Europe,1865,Male,COMPOSER,MUSIC,ARTS,3382227,11.53597461,8937.673635,1180909,2201318,51245.863639999996,26.50376683
9202,1648431,René Higuita,33,Medellín,,Colombia,CO,COL,6.2308330000000005,-75.590556,South America,1966,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3381281,8.331934229,31329.30238,911790,2469491,102463.0606,20.232495899999996
7138,474459,Jan Kochanowski,27,Sycyna Północna,,POLAND,PL,POL,51.316666999999995,21.616667,Europe,1530,Male,WRITER,LANGUAGE,HUMANITIES,3379106,1.457882603,24988.77358,116718,3262388,125152.0741,23.75900534
624,14092,Henry the Navigator,44,Porto,,Portugal,PT,PRT,41.162141999999996,-8.621953,Europe,1394,Male,EXPLORER,EXPLORERS,EXPLORATION,3375328,7.58601398,15496.054119999999,1597919,1777409,76712.0,25.94505721
6003,314055,Juscelino Kubitschek de Oliveira,39,Diamantina,,BRAZIL,BR,BRA,-18.249000000000002,-43.6,South America,1902,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3370083,2.279151826,20548.032619999998,207060,3163023,86412.38462000001,23.67487305
11325,35991820,Tomáš Rosický,49,Prague,,CZECH REPUBLIC,CZ,CZE,50.083333,14.416667000000002,Europe,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3366507,8.622378454,20664.68106,1484192,1882315,68704.22449,18.54721586
8453,929659,Bradley Wiggins,37,Ghent,,BELGIUM,BE,BEL,51.05,3.733333,Europe,1980,Male,CYCLIST,INDIVIDUAL SPORTS,SPORTS,3365709,4.145144462,130165.3215,2224471,1141238,90965.10811,15.19288498
9926,3900384,Hadise,30,Mol,,BELGIUM,BE,BEL,51.183333000000005,5.116667,Europe,1985,Female,SINGER,MUSIC,ARTS,3364891,4.2674767319999996,39979.19407,605190,2759701,112163.0333,16.24265602
1398,28320,Steve Biko,35,King William's Town,Eastern Cape,SOUTH AFRICA,ZA,ZAF,-32.883333,27.4,Africa,1946,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,3358991,4.52852219,20121.75096,2170739,1188252,95971.17143,22.49913919
9084,1500332,Vincent Kompany,38,Uccle,,BELGIUM,BE,BEL,50.8,4.3333330000000005,Europe,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3356078,6.337057085,38414.47922,1814393,1541685,88317.84211,16.16040152
4714,191497,Sarah,37,Other,,Unknown,UNK,UNK,,,Unknown,-1500,Female,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3352644,4.621298495,9474.022625,2090286,1262358,90612.0,26.9966814
4945,207314,Faisal of Saudi Arabia,35,Riyadh,,SAUDI ARABIA,SA,SAU,24.633333,46.716667,Asia,1904,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3351016,3.397834004,25427.81094,1636384,1714632,95743.31429,23.12179668
8644,1059950,Alexi Laiho,30,Espoo,,FINLAND,FI,FIN,60.20555600000001,24.655556,Europe,1979,Male,MUSICIAN,MUSIC,ARTS,3339403,7.385926132000001,12833.43324,1535940,1803463,111313.4333,18.49169471
812,16736,Kurt Gödel,72,Brno,,CZECH REPUBLIC,CZ,CZE,49.2,16.616667,Europe,1906,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,3336679,9.394461841,10182.7195,1545011,1791668,46342.763889999995,25.80155059
10635,13266004,Gervais Yao Kouassi,32,Anyama,,Ivory Coast,CI,CIV,5.5,-4.05,Africa,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3334490,6.153714132999999,55194.83757,1796083,1538407,104202.8125,15.4180948
4400,171133,Comenius,46,Moravia,,Czech Republic,CZ,CZE,49.5,17.0,Europe,1592,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3332598,11.39640865,17176.54048,349727,2982871,72447.78261000001,26.52047151
3362,93813,César Vallejo,31,La Libertad Region,,Peru,PE,PER,,,South America,1892,Male,WRITER,LANGUAGE,HUMANITIES,3326247,1.814683564,23744.87936,277187,3049060,107298.2903,23.08524073
147,2433,Alberto Giacometti,36,Borgonovo,,SWITZERLAND,CH,CHE,46.35,9.6,Europe,1901,Male,ARTIST,FINE ARTS,ARTS,3321962,7.181852458,20324.72999,1347811,1974151,92276.72222000001,24.2742091
10944,21003892,Lee Min Ho,26,Seoul,,South Korea,KR,KOR,,,Asia,1987,Male,ACTOR,FILM AND THEATRE,ARTS,3315015,9.351662402999999,53443.86777,6648,3308367,127500.5769,16.42104091
9346,1896500,Lúcio,41,Brasilia,,BRAZIL,BR,BRA,-15.619167000000001,-47.6525,South America,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3314419,8.424249753,35938.77804,1301075,2013344,80839.4878,18.1721902
371,9518,Edmund Husserl,50,Prostějov,,CZECH REPUBLIC,CZ,CZE,49.466667,17.083333,Europe,1859,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3314356,12.1134837,9980.575507,888809,2425547,66287.12,26.27001483
183,3740,Björn Ulvaeus,34,Gothenburg,,SWEDEN,SE,SWE,57.7,11.966667,Europe,1945,Male,MUSICIAN,MUSIC,ARTS,3308810,8.064524314,14724.52344,1442852,1865958,97317.94118,23.94930094
846,17300,Kazimir Malevich,48,Kiev,,UKRAINE,UA,UKR,50.45,30.523333,Europe,1879,Male,PAINTER,FINE ARTS,ARTS,3308009,10.47514842,15689.458530000002,1247647,2060362,68916.85417,25.3660901
11084,23772028,Jörg Haider,48,Bad Goisern,,AUSTRIA,AT,AUT,47.65,13.616667000000001,Europe,1950,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3307461,6.21794908,117245.1483,713307,2594154,68905.4375,21.51905506
9048,1462441,Arnold Vosloo,26,Pretoria,,SOUTH AFRICA,ZA,ZAF,-25.746111,28.188056,Africa,1962,Male,ACTOR,FILM AND THEATRE,ARTS,3305927,4.471591211000001,16777.37571,2028199,1277728,127151.0385,19.94513666
8135,766367,Brian Molko,30,Brussels,,Belgium,BE,BEL,50.85,4.35,Europe,1972,Male,MUSICIAN,MUSIC,ARTS,3305580,6.959124607000001,11404.775259999999,1494756,1810824,110186.0,19.67913144
1081,23721,Peter Singer,33,Melbourne,,AUSTRALIA,AU,AUS,-37.813611,144.963056,Oceania,1946,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3294784,4.5181594689999995,10140.21383,2074054,1220730,99841.93939,23.13096573
803,16558,Johnny Weissmuller,50,Freidorf,,Romania,RO,ROU,45.728333,21.181110999999998,Europe,1904,Male,SWIMMER,INDIVIDUAL SPORTS,SPORTS,3290399,6.5981298310000005,26942.50792,1698293,1592106,65807.98,23.99186238
116,2009,Alvar Aalto,62,Kuortane,,FINLAND,FI,FIN,62.808333,23.508333,Europe,1898,Male,ARCHITECT,DESIGN,ARTS,3289004,12.25795699,8518.157726000001,1069021,2219983,53048.451610000004,26.34853864
2874,72249,Otto Skorzeny,41,Vienna,,Austria,AT,AUT,48.2,16.366667,Europe,1908,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,3288432,9.005405911,8623.465643000001,1341099,1947333,80205.65854,25.41750415
8906,1303737,Stephen Gately,26,Sheriff Street,,Ireland,IE,IRL,53.35055556,-6.240555556,Europe,1976,Male,SINGER,MUSIC,ARTS,3275491,2.95934826,133858.5688,2491408,784083,125980.4231,14.72654989
2585,63073,Mika Häkkinen,46,Vantaa,,FINLAND,FI,FIN,60.29444399999999,25.040278,Europe,1968,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,3274506,10.11595245,11685.57834,1123374,2151132,71184.91304,21.25765849
384,9764,Emma Goldman,63,Kaunas,,Lithuania,LT,LTU,,,Europe,1869,Female,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,3267979,5.093217516,13528.414569999999,2177917,1090062,51872.682539999994,24.46822077
1003,20767,Menachem Begin,56,Brest,,BELARUS,BY,BLR,52.133333,23.666667,Europe,1913,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3267872,7.960520592000001,15194.15635,1409690,1858182,58354.85714,24.951200600000004
8390,898259,Asafa Powell,43,Spanish Town,,JAMAICA,JM,JAM,17.995877,-76.955109,North America,1982,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,3267811,7.90738069,66161.72088,1516243,1751568,75995.60465,16.73379567
11061,23568537,Khalid ibn al-Walid,37,Mecca,,SAUDI ARABIA,SA,SAU,21.416667,39.816666999999995,Asia,592,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,3267503,5.266997877,30460.829139999998,1091991,2175512,88310.89189,25.50017214
3745,147041,Manu Ginóbili,32,Bahía Blanca,,Argentina,AR,ARG,-38.716667,-62.266667000000005,South America,1977,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,3259981,3.871804496,52490.453310000004,2067151,1192830,101874.4063,16.39129463
4828,198336,Wilhelm Reich,42,Dobrianychi,,Ukraine,UA,UKR,,,Europe,1897,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,3259235,7.642627588,8793.212437,1441710,1817525,77600.83333,25.25198938
2709,66069,Harald V of Norway,59,Skaugum,,Norway,NO,NOR,59.854093999999996,10.443042,Europe,1937,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3258124,9.526007312,20215.94374,1492172,1765952,55222.44067999999,24.64549649
4708,191208,Rigoberta Menchú,42,Quiché,,Guatemala,GT,GTM,,,North America,1959,Female,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,3254630,4.080390904,16872.43685,728737,2525893,77491.19047999999,21.46318352
3598,140367,Tadeusz Kościuszko,39,Kosava,,Poland,PL,POL,,,Europe,1746,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,3247961,3.7922064439999996,16058.249,753654,2494307,83281.05128,24.78927303
1799,42278,Sepp Blatter,53,Visp,,Switzerland,CH,CHE,46.266667,7.866667,Europe,1936,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,3246407,6.999212985,41273.86723,1676948,1569459,61252.96226,23.40413289
7061,453778,Atahualpa,43,Quito,,Ecuador,EC,ECU,-13.525,-71.972222,South America,1497,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3244572,6.0482362389999995,13673.143619999999,871200,2373372,75455.16279,25.93904175
8067,751881,Luiz Felipe Scolari,39,Passo Fundo,,BRAZIL,BR,BRA,-28.25,-52.4,South America,1948,Male,COACH,TEAM SPORTS,SPORTS,3244065,7.999939766000001,35690.45192,1307446,1936619,83181.15385,22.74938121
270,6878,Carlos Valderrama,37,Santa Marta,,Colombia,CO,COL,11.241944,-74.205278,South America,1961,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3243094,7.682533381,37933.904760000005,372646,2870448,87651.18919,20.97040891
2758,67720,Ferdinand Porsche,45,Liberec,,Czech Republic,CZ,CZE,50.743333,15.0925,Europe,1875,Male,DESIGNER,DESIGN,ARTS,3240886,9.907297017000001,14745.876069999998,1179809,2061077,72019.68888999999,25.30890795
7205,490071,Juan Manuel de Rosas,26,Buenos Aires,,ARGENTINA,AR,ARG,-34.603333,-58.38166700000001,South America,1793,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3237374,1.971274424,19043.06493,344784,2892590,124514.3846,23.56426817
7283,512244,Taras Shevchenko,55,Moryntsi,,Ukraine,UA,UKR,49.251944,31.001110999999998,Europe,1814,Male,WRITER,LANGUAGE,HUMANITIES,3236546,4.106811452,40069.80308,936408,2300138,58846.29091,24.00174496
11173,26301553,António de Oliveira Salazar,52,Santa Comba Dão,,PORTUGAL,PT,PRT,40.4,-8.116667,Europe,1889,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3233935,9.711364263,11536.78991,872174,2361761,62191.057689999994,25.7358045
9428,2089802,Simone Simons,29,Hoensbroek,,NETHERLANDS,NL,NLD,50.916667,5.933333,Europe,1985,Female,SINGER,MUSIC,ARTS,3231870,6.609353498,13680.93587,1080364,2151506,111443.7931,17.42928451
8730,1129182,Leonardo Araújo,32,Niterói,,Brazil,BR,BRA,-22.883333,-43.103611,South America,1969,Male,COACH,TEAM SPORTS,SPORTS,3230236,7.241001702,35125.58279,908999,2321237,100944.875,19.36325098
2114,48918,Alexandra of Denmark,35,Copenhagen,,Denmark,DK,DNK,,,Europe,1844,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,3226001,5.291614782,17474.8781,1900890,1325111,92171.45714,23.96048616
8538,993655,Asif Ali Zardari,56,Karachi,,PAKISTAN,PK,PAK,24.86,67.01,Asia,1955,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3223390,2.992917051,21878.857819999997,2588073,635317,57560.535710000004,20.41418634
8715,1116983,Eiður Guðjohnsen,41,Reykjavik,,ICELAND,IS,ISL,64.133333,-21.933332999999998,Europe,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3223227,7.029269277999999,15520.36453,1600760,1622467,78615.29268,18.58707391
10737,17181248,Daniel,48,Jerusalem,,Israel,IL,ISR,31.783333000000002,35.216667,Asia,-623,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3214677,2.90367723,11346.40753,2550694,663983,66972.4375,25.39517298
6896,420493,Francisco de Miranda,27,Caracas,,VENEZUELA,VE,VEN,10.5,-66.916667,South America,1750,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,3204103,1.8953680130000001,34889.46035,293001,2911102,118670.4815,23.08208819
11103,24050318,Roh Moo-hyun,57,Gimhae,,South Korea,KR,KOR,35.234167,128.881111,Asia,1946,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3203224,6.37579372,60403.31419,790452,2412772,56196.91228,22.89052286
9836,3241238,Ryan Babel,43,Amsterdam,,NETHERLANDS,NL,NLD,52.366667,4.9,Europe,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3198337,7.4126498860000005,18820.675040000002,1581630,1616707,74379.93023,17.15364078
2130,49240,Patrice Lumumba,53,Katakokombe,,Democratic Republic of Congo,CD,COD,,,Africa,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3196729,7.250322186,15591.556990000001,1613128,1583601,60315.64151,24.50275327
10003,4418261,Agnieszka Radwańska,36,Kraków,,POLAND,PL,POL,50.061389,19.938333,Europe,1989,Female,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,3196340,5.652443932000001,65285.210470000005,1286597,1909743,88787.22222000001,15.1134689
9158,1589477,Nguyễn Tấn Dũng,34,Ca Mau,,Vietnam,VN,VNM,9.183333,105.15,Asia,1949,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3189210,2.011182085,30287.230069999998,227289,2961921,93800.29412,21.64942514
8972,1387382,Asamoah Gyan,39,Accra,,GHANA,GH,GHA,5.55,-0.2,Africa,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3188137,5.884275287,41503.99958,1837645,1350492,81747.10256,16.02023832
2982,75143,Jeremiah,35,Anathoth,,Israel,IL,ISR,,,Asia,-655,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3184638,4.184048449,10995.28909,2150655,1033983,90989.65714,25.918288600000004
8405,901730,Jo Nesbø,29,Oslo,,NORWAY,NO,NOR,59.95,10.75,Europe,1960,Male,WRITER,LANGUAGE,HUMANITIES,3184023,8.907888196,31421.09972,1010460,2173563,109793.8966,20.92325516
3124,80608,Hussein of Jordan,44,Amman,,JORDAN,JO,JOR,31.949721999999998,35.932778000000006,Asia,1935,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3182373,5.18346374,14911.111530000002,1792834,1389539,72326.65909,23.80345648
214,4551,Babur,54,Andijan,,UZBEKISTAN,UZ,UZB,40.783333,72.333333,Asia,1483,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3182197,4.548529351,16558.48206,2254102,928095,58929.57407,24.75136418
11100,24019501,Caster Semenya,28,Polokwane,,South Africa,ZA,ZAF,-23.9,29.45,Africa,1991,Female,ATHLETE,INDIVIDUAL SPORTS,SPORTS,3180145,4.319595982,92029.11059,2087616,1092529,113576.6071,13.33785609
9694,2721845,Simon Wiesenthal,39,Buchach,,UKRAINE,UA,UKR,49.083333,25.4,Europe,1908,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,3178581,8.67997967,10713.285240000001,1333303,1845278,81502.07692,25.02588354
986,20487,Mohamed Atta,29,Kafr Elsheikh,,Egypt,EG,EGY,31.111666999999997,30.945833,Africa,1968,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,3177577,5.244440771,34852.13035,1834535,1343042,109571.6207,18.54550402
5615,265949,Qianlong Emperor,33,Beijing,,CHINA,CN,CHN,39.916667,116.38333300000001,Asia,1711,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3169667,7.3973033489999995,21991.39583,917245,2252422,96050.51515,24.93840651
79,1645,Ibn al-Haitham,53,Basra,,Iraq,IQ,IRQ,30.5,47.816666999999995,Asia,965,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,3158260,6.02409005,57838.7227,763193,2395067,59589.81132000001,25.19514353
8212,794885,Vagner Love,28,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3156572,8.524838273,21834.60485,927079,2229493,112734.7143,17.36140066
9136,1567930,Salomon Kalou,45,Abidjan,,Ivory Coast,CI,CIV,5.316667,-4.033333,Africa,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3155669,7.133056382,24028.08039,1636482,1519187,70125.97778,17.00983215
2600,63179,Friedrich Dürrenmatt,45,Konolfingen,,SWITZERLAND,CH,CHE,46.883333,7.616667,Europe,1921,Male,WRITER,LANGUAGE,HUMANITIES,3153901,4.490847702,14230.036180000001,294528,2859373,70086.68888999999,24.56097218
9368,1949483,Rogério Ceni,29,Pato Branco,,BRAZIL,BR,BRA,-26.216666999999998,-52.666667000000004,South America,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3141694,7.3466638070000005,27585.458960000004,912750,2228944,108334.2759,18.81239291
11231,28714631,Hristo Stoichkov,42,Plovdiv,,BULGARIA,BG,BGR,42.15,24.75,Europe,1966,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3138576,10.75821258,11195.271190000001,1022930,2115646,74728.0,21.52915682
3372,95410,Nusrat Fateh Ali Khan,30,Faisalabad,,PAKISTAN,PK,PAK,31.429167,73.078889,Asia,1948,Male,SINGER,MUSIC,ARTS,3136576,2.29447278,16983.067919999998,2648142,488434,104552.5333,20.56956238
2170,50050,Alfred Rosenberg,43,Tallinn,,ESTONIA,EE,EST,59.437222,24.745278,Europe,1893,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3131569,10.07267004,17841.348159999998,1103729,2027840,72827.18605,24.9380576
1701,38938,John the Apostle,45,Galilee,,Israel,IL,ISR,32.91,35.631,Asia,6,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3128673,4.642842873999999,14975.897009999999,1669053,1459620,69526.06667,26.08634456
9908,3720162,Nigel de Jong,42,Amsterdam,,NETHERLANDS,NL,NLD,52.366667,4.9,Europe,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3127799,8.372053578,34154.11033,1312344,1815455,74471.40476,17.08679893
11078,23733653,Subcomandante Marcos,29,Tampico,Tamaulipas,Mexico,MX,MEX,22.255278,-97.868611,North America,1957,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,3124988,6.201545589,9247.742220999999,900392,2224596,107758.2069,22.25699789
4879,202262,Chulalongkorn,33,Bangkok,,THAILAND,TH,THA,13.75,100.466667,Asia,1853,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3119942,3.8844439389999996,17172.90296,637589,2482353,94543.69697,24.16473975
3992,155608,Ma Ying-jeou,43,Kwong Wah Hospital,,Hong Kong,HK,HKG,22.315,114.1722,Asia,1950,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3117637,5.859723708,33426.87007,1009132,2108505,72503.18605,22.33823669
5779,292511,"Caroline, Princess of Hanover",30,Monte Carlo,,MONACO,MC,MCO,43.739722,7.427222,Europe,1957,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,3116793,7.184963415,44462.57441,129192,2987601,103893.1,21.16009249
